Piping Line List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,629,:Total Isos,,,,,,,,,,,,,,,,,,,,
Client Name:,AIR PRODUCTS,,,,,,,629,:Total Spools,,,,,,,,,,,,,,,,,,,,
Job No:,7116,,,,,,,0,:Hold,,,,,,,,,,,,,,,,,,,,
Fab. Location:,TX,,,,,,,0,:Issued,,,,,,,,,,,,,,,,,,,,
,,,0,PU,,,,629,:Isos not Issued for fab.,,,,,,,,,,,,,,,,,,,,
,,,0,UP,,,,,,,,,,,,,,,,,,,,,,,,,
,,,13,RTI,,,,,,,,,,,,,,,,,Transmittal Summary,,,,,,,,
,,186,430,,,,,,,,,,,,,,,,,5-Oct-20,New,,,Revisions,,,,,
ISO,SPOOL,In Detailing,In Checking,SHOP,Status,Priority,Phase,Material,Pipe Spec.,Paint System,Pipeline Reference,Sheet #,Size,Spool ID,Line No.,PMI,HOLD,PCI / Client,RFI No. / Email ,Remarks,Trans. No.,Date Rcv'd,Rev. No.,Trans. No.,Date Rcv'd,Rev. No.,Trans. No.,Date Rcv'd,Rev. No.
1,1-A,,X,,,,U010,,3CBC01,C093U3,DOC0001027228-1010,1,"4""",U010-H -1010-1-A,"4""-H -1010-3CBC01",,,,,,231,,1,,,,,,
2,2-A,,X,,,,U010,,3CBC01,C093U3,DOC0001027228-1010,2,"4""",U010-H -1010-2-A,"4""-H -1010-3CBC01",,,,,,231,,1,,,,,,
3,3-A,,X,,,,U010,,3CBC01,C093U3,DOC0001027228-1010,4,"4""",U010-H -1010-3-A,"4""-H -1010-3CBC01",,,,,,231,,1,,,,,,
4,4-A,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-1012,1,"4""",U010-H -1012-4-A,"4""-H -1012-3CBB01",,,,,,231,,1,,,,,,
4,4-B,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-1012,1,"4""",U010-H -1012-4-B,"4""-H -1012-3CBB01",,,,,,231,,1,,,,,,
5,5,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-1012,2,"4""",U010-H -1012-5-A,"4""-H -1012-3CBB01",,,,,,231,,1,,,,,,
5,5,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-1012,2,"4""",U010-H -1012-5-B,"4""-H -1012-3CBB01",,,,,,231,,1,,,,,,
6,6-A,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-1012,3,"4""",U010-H -1012-6-A,"4""-H -1012-3CBB01",,,,,,231,,1,,,,,,
7,7-A,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-1012,4,"4""",U010-H -1012-7-A,"4""-H -1012-3CBB01",,,,,,231,,1,,,,,,
8,8-A,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-1012,5,"4""",U010-H -1012-8-A,"4""-H -1012-3CBB01",,,,,,231,,1,,,,,,
9,9-A,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-1012,6,"4""",U010-H -1012-9-A,"4""-H -1012-3CBB01",,,,,,231,,1,,,,,,
9,9-B,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-1012,6,"4""",U010-H -1012-9-B,"4""-H -1012-3CBB01",,,,,,231,,1,,,,,,
10,10-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-1015,1,"2""",U010-VG -1015-10-A,"2""-VG -1015-1CBB01",,,,,,231,,1,,,,,,
10,10-B,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-1015,1,"2""",U010-VG -1015-10-B,"2""-VG -1015-1CBB01",,,,,,231,,1,,,,,,
10,10-C,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-1015,1,"2""",U010-VG -1015-10-C,"2""-VG -1015-1CBB01",,,,,,231,,1,,,,,,
11,11-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2201,1,"8""",U010-H -2201-11-A,"8""-H -2201-1CBB01",,,,,,231,,1,,,,,,
12,12-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2201,3,"8""",U010-H -2201-12-A,"8""-H -2201-1CBB01",,,,,,231,,1,,,,,,
12,12-B,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2201,3,"8""",U010-H -2201-12-B,"8""-H -2201-1CBB01",,,,,,231,,1,,,,,,
13,13-A,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2205,1,"4""",U010-CW -2205-13-A,"4""-CW -2205-ZCSC01",,,,,,231,,1,,,,,,
14,14-A,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2205,2,"4""",U010-CW -2205-14-A,"4""-CW -2205-ZCSC01",,,,,,231,,1,,,,,,
14,14-B,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2205,2,"4""",U010-CW -2205-14-B,"4""-CW -2205-ZCSC01",,,,,,231,,1,,,,,,
15,15-A,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2206,1,"4""",U010---15-A,#N/A,,,,,,231,,1,,,,,,
16,16-A,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2206,2,"4""",U010---16-A,#N/A,,,,,,231,,1,,,,,,
16,16-B,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2206,2,"4""",U010---16-B,#N/A,,,,,,231,,1,,,,,,
16,16-C,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2206,2,"4""",U010---16-C,#N/A,,,,,,231,,1,,,,,,
17,17-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2210,1,"8""",U010-VG -2210-17-A,"8""-VG -2210-1CBB01",,,,,,231,,1,,,,,,
17,17-B,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2210,1,"8""",U010-VG -2210-17-B,"8""-VG -2210-1CBB01",,,,,,231,,1,,,,,,
18,18-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2210,3,"8""",U010-VG -2210-18-A,"8""-VG -2210-1CBB01",,,,,,231,,1,,,,,,
19,19-A,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2241,1,"4""",U010-CW -2241-19-A,"4""-CW -2241-ZCSC01",,,,,,231,,1,,,,,,
20,20-A,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2241,2,"4""",U010-CW -2241-20-A,"4""-CW -2241-ZCSC01",,,,,,231,,1,,,,,,
21,21-A,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2242,1,"4""",U010---21-A,#N/A,,,,,,231,,1,,,,,,
22,22-A,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2242,2,"4""",U010---22-A,#N/A,,,,,,231,,1,,,,,,
22,22-B,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2242,2,"4""",U010---22-B,#N/A,,,,,,231,,1,,,,,,
22,22-C,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2242,2,"4""",U010---22-C,#N/A,,,,,,231,,1,,,,,,
22,22-D,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2242,1,"4""",U010---22-D,#N/A,,,,,,231,,2,,,,,,
23,23-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2302,1,"4""",U010-VG -2302-23-A,"4""-VG -2302-1CBB01",,,,,,231,,1,,,,,,
23,23-B,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2302,1,"4""",U010-VG -2302-23-B,"4""-VG -2302-1CBB01",,,,,,231,,1,,,,,,
24,24-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2302,2,"4""",U010-VG -2302-24-A,"4""-VG -2302-1CBB01",,,,,,231,,1,,,,,,
24,24-B,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2302,2,"4""",U010-VG -2302-24-B,"4""-VG -2302-1CBB01",,,,,,231,,1,,,,,,
25,25-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2302,3,"4""",U010-VG -2302-25-A,"4""-VG -2302-1CBB01",,,,,,231,,1,,,,,,
26,26-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2303,1,"4""",U010-H -2303-26-A,"4""-H -2303-1CBB01",,,,,,231,,1,,,,,,
27,27-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2303,2,"4""",U010-H -2303-27-A,"4""-H -2303-1CBB01",,,,,,231,,1,,,,,,
27,27-B,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2303,2,"4""",U010-H -2303-27-B,"4""-H -2303-1CBB01",,,,,,231,,1,,,,,,
28,28-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2303,3,"4""",U010-H -2303-28-A,"4""-H -2303-1CBB01",,,,,,231,,1,,,,,,
29,29-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2303,4,"4""",U010-H -2303-29-A,"4""-H -2303-1CBB01",,,,,,231,,1,,,,,,
29,29-B,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2303,4,"4""",U010-H -2303-29-B,"4""-H -2303-1CBB01",,,,,,231,,1,,,,,,
30,30-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2314,1,"8""",U010-H -2314-30-A,"8""-H -2314-1CBB01",,,,,,231,,1,,,,,,
30,30-B,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2314,1,"8""",U010-H -2314-30-B,"8""-H -2314-1CBB01",,,,,,231,,1,,,,,,
31,31,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2314,2,"8""",U010-H -2314-31-A,"8""-H -2314-1CBB01",,,,,,231,,1,,,,,,
31,31,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2314,2,"8""",U010-H -2314-31-B,"8""-H -2314-1CBB01",,,,,,231,,1,,,,,,
31,31,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2314,2,"8""",U010-H -2314-31-C,"8""-H -2314-1CBB01",,,,,,231,,1,,,,,,
31,31-D,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2314,2,"8""",U010-H -2314-31-D,"8""-H -2314-1CBB01",,,,,,231,,1,,,,,,
33,33-A,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2400,1,"2""",U010-H -2400-33-A,"2""-H -2400-6CBB01",,,,,,231,,1,,,,,,
34,34-A,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2400,2,"2""",U010-H -2400-34-A,"2""-H -2400-6CBB01",,,,,,231,,1,,,,,,
34,34-B,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2400,2,"2""",U010-H -2400-34-B,"2""-H -2400-6CBB01",,,,,,231,,1,,,,,,
34,34-C,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2400,2,"2""",U010-H -2400-34-C,"2""-H -2400-6CBB01",,,,,,231,,1,,,,,,
35,35,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2400,3,"2""",U010-H -2400-35-A,"2""-H -2400-6CBB01",,,,,,231,,1,,,,,,
35,35,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2400,3,"2""",U010-H -2400-35-B,"2""-H -2400-6CBB01",,,,,,231,,1,,,,,,
35,35-C,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2400,3,"2""",U010-H -2400-35-C,"2""-H -2400-6CBB01",,,,,,231,,1,,,,,,
37,37-A,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2404,1,"6""",U010-H -2404-37-A,"6""-H -2404-6CBB01",,,,,,231,,1,,,,,,
38,38-A,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2405,1,"8""",U010-H -2405-38-A,"8""-H -2405-6CBB01",,,,,,231,,1,,,,,,
39,39-A,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2405,2,"8""",U010-H -2405-39-A,"8""-H -2405-6CBB01",,,,,,231,,1,,,,,,
40,40-A,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2405,3,"8""",U010-H -2405-40-A,"8""-H -2405-6CBB01",,,,,,231,,1,,,,,,
41,41-A,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2405,4,"8""",U010-H -2405-41-A,"8""-H -2405-6CBB01",,,,,,231,,1,,,,,,
41,41-B,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2405,4,"8""",U010-H -2405-41-B,"8""-H -2405-6CBB01",,,,,,231,,1,,,,,,
47,47-A,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2407,1,"12""",U010-CW -2407-47-A,"12""-CW -2407-ZCSC01",,,,,,231,,1,,,,,,
48,48-A,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2407,2,"12""",U010-CW -2407-48-A,"12""-CW -2407-ZCSC01",,,,,,231,,1,,,,,,
49,49-A,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2408,1,"12""",U010-CW -2408-49-A,"12""-CW -2408-ZCSC01",,,,,,231,,1,,,,,,
50,50-A,,X,,,,U010,,ZCSC01,C230U,DOC0001027228-2408,2,"12""",U010-CW -2408-50-A,"12""-CW -2408-ZCSC01",,,,,,231,,1,,,,,,
51,51-A,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2413,1,"8""",U010-H -2413-51-A,"8""-H -2413-6CBB01",,,,,,231,,1,,,,,,
52,52-A,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2413,2,"8""",U010-H -2413-52-A,"8""-H -2413-6CBB01",,,,,,231,,1,,,,,,
52,52-B,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2413,2,"8""",U010-H -2413-52-B,"8""-H -2413-6CBB01",,,,,,231,,1,,,,,,
52,52-C,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2413,2,"8""",U010-H -2413-52-C,"8""-H -2413-6CBB01",,,,,,231,,1,,,,,,
53,53-A,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2414,1,"8""",U010-H -2414-53-A,"8""-H -2414-6CBB01",,,,,,231,,1,,,,,,
54,54-A,,X,,,,U010,,6CBB01,C093U3,DOC0001027228-2414,2,"8""",U010-H -2414-54-A,"8""-H -2414-6CBB01",,,,,,231,,1,,,,,,
55,55-A,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-2416,1,"10""",U010-H -2416-55-A,"10""-H -2416-3CBB01",,,,,,231,,1,,,,,,
55,55-B,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-2416,1,"10""",U010-H -2416-55-B,"10""-H -2416-3CBB01",,,,,,231,,1,,,,,,
55,55-C,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-2416,1,"10""",U010-H -2416-55-C,"10""-H -2416-3CBB01",,,,,,231,,1,,,,,,
56,56-A,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-2416,2,"10""",U010-H -2416-56-A,"10""-H -2416-3CBB01",,,,,,231,,1,,,,,,
56,56-B,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-2416,2,"10""",U010-H -2416-56-B,"10""-H -2416-3CBB01",,,,,,231,,1,,,,,,
56,56-C,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-2416,2,"10""",U010-H -2416-56-C,"10""-H -2416-3CBB01",,,,,,231,,1,,,,,,
57,57-A,,RTI,,,,U010,,3CBB01,C093U3,DOC0001027228-2417,1,"10""",U010-H -2417-57-A,"10""-H -2417-3CBB01",,,,,,231,,1,,,,,,
57,57-B,,RTI,,,,U010,,3CBB01,C093U3,DOC0001027228-2417,1,"10""",U010-H -2417-57-B,"10""-H -2417-3CBB01",,,,,,231,,1,,,,,,
58,58-A,,RTI,,,,U010,,3CBB01,C093U3,DOC0001027228-2417,2,"10""",U010-H -2417-58-A,"10""-H -2417-3CBB01",,,,,,231,,1,,,,,,
59,59-A,,RTI,,,,U010,,1CBB01,C093U3,DOC0001027228-2418,1,"16""",U010-H -2418-59-A,"16""-H -2418-1CBB01",,,,,,231,,1,,,,,,
59,59-B,,RTI,,,,U010,,1CBB01,C093U3,DOC0001027228-2418,1,"16""",U010-H -2418-59-B,"16""-H -2418-1CBB01",,,,,,231,,1,,,,,,
60,60-A,,RTI,,,,U010,,1CBB01,C093U3,DOC0001027228-2418,2,"16""",U010-H -2418-60-A,"16""-H -2418-1CBB01",,,,,,231,,1,,,,,,
61,61-A,,RTI,,,,U010,,6CBB01,C093U3,DOC0001027228-2421,1,"8""",U010-H -2421-61-A,"8""-H -2421-6CBB01",,,,,,231,,1,,,,,,
61,61-B,,RTI,,,,U010,,6CBB01,C093U3,DOC0001027228-2421,1,"8""",U010-H -2421-61-B,"8""-H -2421-6CBB01",,,,,,231,,1,,,,,,
61,61-C,,RTI,,,,U010,,6CBB01,C093U3,DOC0001027228-2421,1,"8""",U010-H -2421-61-C,"8""-H -2421-6CBB01",,,,,,231,,1,,,,,,
62,62-A,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-2422,1,"12""",U010-H -2422-62-A,"12""-H -2422-3CBB01",,,,,,231,,1,,,,,,
62,62-B,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-2422,1,"12""",U010-H -2422-62-B,"12""-H -2422-3CBB01",,,,,,231,,1,,,,,,
62,62-C,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-2422,1,"12""",U010-H -2422-62-C,"12""-H -2422-3CBB01",,,,,,231,,1,,,,,,
63,63-A,,X,,,,U010,,3CBB01,C093U3,DOC0001027228-2422,2,"12""",U010-H -2422-63-A,"12""-H -2422-3CBB01",,,,,,231,,1,,,,,,
64,64-A,,RTI,,,,U010,,3CBB01,C093U3,DOC0001027228-2423,1,"12""",U010-H -2423-64-A,"12""-H -2423-3CBB01",,,,,,231,,1,,,,,,
64,64-B,,RTI,,,,U010,,3CBB01,C093U3,DOC0001027228-2423,1,"12""",U010-H -2423-64-B,"12""-H -2423-3CBB01",,,,,,231,,1,,,,,,
65,65-A,,RTI,,,,U010,,3CBB01,C093U3,DOC0001027228-2423,2,"12""",U010-H -2423-65-A,"12""-H -2423-3CBB01",,,,,,231,,1,,,,,,
65,65-B,,RTI,,,,U010,,3CBB01,C093U3,DOC0001027228-2423,2,"12""",U010-H -2423-65-B,"12""-H -2423-3CBB01",,,,,,231,,1,,,,,,
66,66-A,,X,,,,U010,,1SAB07,NOPT,DOC0001027228-2426,1,"2""",U010-VG -2426-66-A,"2""-VG -2426-1SAB07",,,,,,231,,1,,,,,,
67,67-A,,X,,,,U010,,1SAB03,NOPT,DOC0001027228-2451,1,"10""",U010-VG -2451-67-A,"10""-VG -2451-1SAB03",,,,,,231,,1,,,,,,
68,68-A,,X,,,,U010,,1SAB07,NOPT,DOC0001027228-2493,1,"10""",U010-VG -2493-68-A,"10""-VG -2493-1SAB07",,,,,,231,,1,,,,,,
68,68-B,,X,,,,U010,,1SAB07,NOPT,DOC0001027228-2493,1,"10""",U010-VG -2493-68-B,"10""-VG -2493-1SAB07",,,,,,231,,1,,,,,,
69,69-A,,X,,,,U010,,1SAB07,NOPT,DOC0001027228-2493,2,"10""",U010-VG -2493-69-A,"10""-VG -2493-1SAB07",,,,,,231,,1,,,,,,
70,70-A,,X,,,,U010,,1SAC01,NOPT,DOC0001027228-2494,1,"4""",U010-L -2494-70-A,"4""-L -2494-1SAC01",,,,,,231,,1,,,,,,
71,71-A,,X,,,,U010,,1SAC01,NOPT,DOC0001027228-2494,2,"4""",U010-L -2494-71-A,"4""-L -2494-1SAC01",,,,,,231,,1,,,,,,
72,72-A,,X,,,,U010,,1SAC01,NOPT,DOC0001027228-2495,1,"3""",U010-L -2495-72-A,"3""-L -2495-1SAC01",,,,,,231,,1,,,,,,
73,73-A,,X,,,,U010,,1SAC01,NOPT,DOC0001027228-2495,2,"3""",U010-L -2495-73-A,"3""-L -2495-1SAC01",,,,,,231,,1,,,,,,
74,74-A,,X,,,,U010,,1SAC01,NOPT,DOC0001027228-2496,1,"2""",U010-L -2496-74-A,"2""-L -2496-1SAC01",,,,,,231,,1,,,,,,
74,74-B,,X,,,,U010,,1SAC01,NOPT,DOC0001027228-2496,1,"2""",U010-L -2496-74-B,"2""-L -2496-1SAC01",,,,,,231,,1,,,,,,
75,75-A,,X,,,,U010,,1SAC01,NOPT,DOC0001027228-2497,1,"2""",U010-L -2497-75-A,"2""-L -2497-1SAC01",,,,,,231,,1,,,,,,
75,75-B,,X,,,,U010,,1SAC01,NOPT,DOC0001027228-2497,1,"2""",U010-L -2497-75-B,"2""-L -2497-1SAC01",,,,,,231,,1,,,,,,
76,76-A,,X,,,,U010,,1SAC01,NOPT,DOC0001027228-2498,1,"2""",U010-L -2498-76-A,"2""-L -2498-1SAC01",,,,,,231,,1,,,,,,
76,76-B,,X,,,,U010,,1SAC01,NOPT,DOC0001027228-2498,1,"2""",U010-L -2498-76-B,"2""-L -2498-1SAC01",,,,,,231,,1,,,,,,
77,77-A,,X,,,,U010,,1SAC01,NOPT,DOC0001027228-2499,1,"3""",U010-L -2499-77-A,"3""-L -2499-1SAC01",,,,,,231,,1,,,,,,
77,77-B,,X,,,,U010,,1SAC01,NOPT,DOC0001027228-2499,1,"3""",U010-L -2499-77-B,"3""-L -2499-1SAC01",,,,,,231,,1,,,,,,
78,78-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2506,1,"18""",U010-N -2506-78-A,"18""-N -2506-1CBB01",,,,,,231,,1,,,,,,
78,78-B,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2506,1,"18""",U010-N -2506-78-B,"18""-N -2506-1CBB01",,,,,,231,,1,,,,,,
79,79-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2506,3,"18""",U010-N -2506-79-A,"18""-N -2506-1CBB01",,,,,,231,,1,,,,,,
79,79-B,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2506,3,"18""",U010-N -2506-79-B,"18""-N -2506-1CBB01",,,,,,231,,1,,,,,,
80,80-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2506,4,"18""",U010-N -2506-80-A,"18""-N -2506-1CBB01",,,,,,231,,1,,,,,,
81,81-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2506,7,"18""",U010-N -2506-81-A,"18""-N -2506-1CBB01",,,,,,231,,1,,,,,,
82,82-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2506,8,"18""",U010-N -2506-82-A,"18""-N -2506-1CBB01",,,,,,231,,1,,,,,,
83,83-A,,X,,,,U010,,1CBB01,C093U3,DOC0001027228-2506,9,"18""",U010-N -2506-83-A,"18""-N -2506-1CBB01",,,,,,231,,1,,,,,,
